,times in top 5%,Mean Prob,Original Dependency,Original Dependency Score
TTC1,26,0.7574808878394274,2,-1.1831596141798093
PDCD6IP,25,0.7090758502483366,4,-0.8822676869300868
RIOK2,25,0.7124444390336672,5,-1.2290975487930849
TPI1,25,0.7106008052825927,3,-0.9904374940982242
CHERP,24,0.7106803566113943,3,-1.2491977165790717
H2AZ1,24,0.7495664788617028,3,-1.035196290569857
PPIA,24,0.7170969194266945,3,-1.079583950271728
IRS2,24,0.7123496688178016,7,-1.1254334651473414
MCL1,24,0.7310399859108858,4,-0.8900602411463884
HYOU1,23,0.6936512134861255,5,-1.3300894121901548
NAT10,23,0.7075917347185853,5,-1.304017297873152
HAUS4,23,0.7203569331246874,6,-1.2541341046877
POP4,23,0.6971679221892704,4,-1.1294475769854984
MCM3AP,22,0.7408496164011233,4,-1.2401277466368905
FXN,22,0.7472816740416668,2,-0.7882000610623542
UBE2L3,21,0.673605968820907,5,-1.119089956995214
PSMB7,20,0.6534498765133321,4,-1.2268557500535906
TBCA,20,0.6899666695855557,5,-1.167518227820405
SDAD1,20,0.6805924072861671,2,-1.094880065353403
WARS1,20,0.7310671279827753,5,-1.28906102368556
SEM1,20,0.7108766105026005,4,-1.1591406874334476
CDC73,20,0.6933175951242447,4,-1.331503483328487
SRP9,19,0.7356189962541848,3,-1.1222648961068529
CHD4,19,0.7419213824170201,3,-1.1113919139748993
PDCD7,19,0.7097091442300824,2,-1.1132010537955703
PRMT1,19,0.7253491175279282,4,-1.2640545618731736
NPM1,19,0.7058946674591616,3,-1.213663578626788
ASCL1,19,0.7486194580009109,3,-0.6139755634231453
GTF2H3,18,0.707310531012438,3,-1.0331116758442942
PPP4C,18,0.7041153606303312,4,-1.2600818746406324
SMG6,18,0.7222298041537956,4,-1.168427835077945
EIF5A,18,0.7677648061955417,6,-1.25094593941338
TRA2B,18,0.718607397198125,3,-1.059218006204293
PPP2R1A,18,0.7456043721349151,2,-0.9607470098578078
GNL2,18,0.701737606725483,3,-1.2251693362424456
RFC4,17,0.6918063485885367,2,-1.08139132738925
AKIRIN2,17,0.682497080634622,5,-1.1971956648150035
HJURP,17,0.6848409873451672,8,-1.2831809954072648
RBBP5,17,0.7150681145094316,2,-1.0058882939034646
ARFRP1,17,0.736672248253051,5,-1.1039567972071072
DNAJC17,16,0.6536636818976451,5,-1.3414244181189396
RRP15,16,0.7379553212085739,2,-1.1004918549592841
RABGGTA,16,0.7251320506911725,4,-1.3197705087496125
ACTR2,16,0.7447457825765014,5,-1.2632798333917794
UBE2N,16,0.6811520562817652,3,-0.9205316675512796
GINS3,15,0.7201691340603349,3,-1.1224167279776116
COPE,15,0.6684224530640576,3,-1.0411849502407302
LCE1F,15,0.7175708512465159,3,-1.3278816817266565
COPS4,15,0.7003535166382789,2,-1.0161830774575735
PCF11,15,0.7203761567465132,3,-1.111656994082263
LDB1,14,0.7120838924532844,5,-1.1783557149952004
H2AC20,14,0.7332801620165508,5,-1.365730737125491
CHAF1A,14,0.7113208466076425,2,-1.1445552378005812
CDK4,14,0.6999061556555154,2,-0.7674894381502883
H2BC9,14,0.721547829962912,3,-1.258329357925375
CDK6,14,0.6461736600668658,4,-1.017659673905965
NUP214,13,0.7424591344136459,4,-1.4090878838067664
LETM1,13,0.71199139732963,4,-1.2785227500539722
FBXO5,13,0.7100451451081496,3,-1.1595592335137495
CLSPN,13,0.7241834685779533,4,-1.382684215089938
YY1,12,0.6865086807972856,3,-1.1201991814063026
RAD17,12,0.7345841079950333,3,-1.0012340219604863
GRB2,12,0.6931274375981754,5,-1.189349061649367
SNAPC3,12,0.715827932012164,4,-1.1516462888693717
MIS12,11,0.7134846685962244,3,-1.162190161097496
RNF113A,11,0.6961661538278515,1,-0.9606559876801536
PCID2,11,0.7251964614472607,3,-1.3420905413533968
EEF2KMT,11,0.7170942733064294,2,-1.0007502798790637
NDE1,11,0.768258426677097,3,-1.0009231260336917
DSN1,11,0.6318428388031228,1,-0.8772251297040433
CAPZB,11,0.6685879380639755,3,-0.9379658200927959
AHCTF1,11,0.7044576400481729,2,-1.2227625371082587
TAF1C,11,0.7803263047314956,5,-1.2458720753472612
ATP6V1E1,11,0.7483600175403283,4,-1.3219632753636783
SERBP1,11,0.67527849718251,2,-0.9294291963058899
PSMG3,10,0.714798181100438,1,-1.0469287603164548
SEH1L,10,0.7301786333322525,4,-1.3013736636570672
FNTB,10,0.7141323776294788,3,-1.082336228485175
CSNK1A1,10,0.7231844929357369,4,-1.1957342356737979
DMAP1,9,0.6917214906877942,5,-1.2008735581729133
KIF18B,9,0.6452597031527181,1,-0.5479246959531353
TOMM22,9,0.6891107561273708,3,-1.3417752690184683
BCLAF1,9,0.6855497679293707,5,-1.16730710022506
BUB1B,9,0.6678670704573892,2,-1.1205694624479499
IMP4,9,0.7514747367412956,3,-1.2634457663065484
ELAC2,9,0.763100562104093,2,-1.2148850929164217
MCM4,9,0.7147143850172006,2,-1.2776233218881554
LSG1,9,0.6806162720442646,4,-1.2410767413523678
NRBP1,9,0.6562650465854891,2,-0.8900126858254686
SIN3A,9,0.6701399231398547,3,-1.2446053000019444
ALG13,9,0.7166736661648109,1,-0.9106950453109248
MAD2L2,9,0.7132911924962645,3,-1.2018575761883323
SDHC,9,0.7253982386103384,3,-1.2499952276058102
RRP9,8,0.7207781914621592,2,-1.2370446302406486
SNAPC5,8,0.7237781028088648,2,-1.1483354388419094
RPP25L,8,0.7090520414834222,3,-1.0721697048375136
NOL10,8,0.705039189507564,3,-1.3258242121324058
POLR1B,8,0.7595540558298428,2,-1.2416077563783001
USP36,8,0.6882212948209296,2,-1.264083466893322
NOC4L,8,0.778155540387767,2,-1.280427795688257
TERF2,8,0.7190939883391062,3,-1.2437834662470826
TOP1,8,0.7214146711921785,3,-1.2938035362462914
METTL16,8,0.7246131536861261,4,-1.3295858674542125
WDR5,8,0.6820890077700217,5,-1.349759495992458
FDX2,7,0.7783988637938385,4,-1.340944145161638
MAGOH,7,0.7103770935819262,3,-1.1752907099199597
GPN3,7,0.7156736978462764,3,-1.1837222303463364
ACIN1,7,0.8076843754166648,1,-0.9885399351502145
UTP11,7,0.7105647712236359,3,-1.027179004403627
NOP9,7,0.7361084289760108,2,-0.944431708634424
ZNF131,6,0.7135640631119409,4,-1.5012579181550298
NOL9,6,0.8087900231281916,4,-1.5235918353188238
NAA10,6,0.6712929647829798,3,-1.1888550317463502
DDX51,6,0.7040363856487803,5,-1.350057613013962
ATP5ME,6,0.6829358660733204,1,-0.6534938118063868
SNAPC4,6,0.6931691981024212,4,-1.3574580614858685
RTN4IP1,6,0.676828161716306,1,-0.5346565410548957
MVD,6,0.7866883294449911,3,-1.3798765359825922
SACM1L,6,0.728673417535093,5,-1.672620629319609
ACO2,6,0.7214658156865172,4,-1.3920718049386105
ISL1,6,0.7519897487428454,7,-1.374397310355078
XRCC3,6,0.7054079555544175,2,-0.9501460943054393
MRPS23,6,0.6975393411186007,2,-1.0857339470172362
COPG1,6,0.7599154429303274,2,-1.0305358779811684
EXOC3,5,0.7147998460723708,1,-0.8880612107147898
DDX3X,5,0.6824973247208012,2,-0.6046992299365298
RBMXL1,5,0.6855921037461181,3,-1.3536708683369691
KRI1,5,0.6520054269320099,1,-1.3964208497498902
ATP5F1E,5,0.6644428590933482,3,-1.4125441750807861
SPATA5,5,0.585024647772904,1,-1.1573989718317346
SGO1,5,0.6694145834694306,2,-1.1452279594732935
UBR5,5,0.6627421314328482,1,-0.823701106400655
MRPS21,5,0.7610476553440094,2,-1.3640765311137606
CHORDC1,5,0.7106358199729584,1,-1.0163369264038529
MPHOSPH10,5,0.6211286538852921,1,-1.0589655592786413
PRMT5,5,0.6870336628208558,3,-1.3348376215361413
NUP160,5,0.8007411876693368,2,-0.9709514534160345
PSMD13,4,0.7050881731944779,1,-1.1662731962023714
ILF2,4,0.795956127345562,2,-1.1907127758468838
NUP205,4,0.6889896078500897,2,-1.2321172999074246
POLR2K,4,0.8885093356172244,3,-1.693301820622195
RAD51C,4,0.7481515382726988,2,-1.1009680271384163
PPP1R8,4,0.8355670658250649,3,-1.3008651754130538
PPP1R10,4,0.825115405023098,2,-1.4320242521066862
TSG101,4,0.7350117461755872,2,-1.3697427109016478
ATP6AP1,4,0.7505545628567537,2,-1.0992415033914105
NCAPH,4,0.7430409342050552,2,-1.4335809984869317
DNM2,4,0.7062192099789778,3,-1.719853807202626
RBBP6,4,0.6967551089279974,1,-1.167268763510115
GPS1,4,0.7062425734087204,2,-1.281919791099391
EIF4G1,3,0.7015358425883784,1,-1.3213030186602934
EXOSC7,3,0.7076370262851318,1,-1.1656212178441037
CCNH,3,0.7146536445038186,1,-1.2218200209265833
MZT1,3,0.7405718478063742,2,-1.3763720217042055
PNN,3,0.7550221830606461,1,-1.0651520055377421
TSEN54,3,0.6706992325683435,1,-1.0932538098885225
EFL1,3,0.7275592970901116,1,-1.1785602864749751
EIF4G2,3,0.705366379684872,2,-1.4515810565028457
TIMM23,3,0.7834877967834473,1,-1.010465094352047
THOC5,3,0.8116439282894135,2,-1.352196528019343
LSM6,3,0.7990473537809318,2,-1.4576614461243
DCTN5,3,0.6587681455744638,4,-1.2762614545561817
KIF18A,3,0.7064769002608955,2,-1.504916056240882
MIS18A,3,0.7561204325821665,1,-1.2495800963761154
POP7,3,0.8157858451207479,2,-1.2089064312530393
KNTC1,3,0.7664215693043337,2,-1.1656719851237745
PPP2R3C,3,0.6744106054926912,3,-1.5894114242643356
NRF1,3,0.7307865023612976,3,-1.4937847462291345
SYMPK,3,0.7056766384177738,2,-1.453517958510302
SINHCAF,3,0.7710702303383085,1,-0.9431464644951415
CCDC86,2,0.6550498375496925,1,-1.1342172177305607
CHCHD4,2,0.9728641112645466,2,-1.7773967983870516
ELP6,2,0.8125031491120657,2,-1.5851936393200825
POLR3C,2,0.8496213555335999,2,-1.705502232105252
MRPS35,2,0.8208948630041657,1,-0.9513291649761914
COX6A1,2,0.6665381635393715,1,-1.2276936071393796
EIF3M,2,0.7808295960227648,1,-1.2414822810354265
HAUS3,2,0.802570144335429,1,-1.4659366210100768
MAX,2,0.7134902427593867,2,-1.590725519610717
NDUFB10,2,0.7759324122844191,1,-1.3385572464951006
GMPPB,2,0.7693757166465124,2,-1.5176190240587801
PELO,2,0.7761737823796768,1,-1.1933641954500582
MED31,2,0.8069269806146622,2,-1.7120457793643504
TTI2,2,0.873639444510142,1,-1.078658255586685
PPP1R12A,2,0.5798401329963478,2,-1.157343927536062
TAF8,2,0.7734748041257262,1,-1.265569022674547
ISCA2,2,0.7582958491596703,1,-1.3364331975760786
MRTO4,2,0.7113848601778349,2,-1.304089590371933
REXO2,2,0.7359044912254831,1,-0.9062410611250669
VDAC1,2,0.7669830626497666,1,-1.2559070745610668
TXNL4B,2,0.851096048951149,2,-1.5589482315077676
CFL1,2,0.8232039971335325,2,-1.1879500778834453
RPP38,2,0.7674370805422466,2,-1.6159601537278414
PHAX,2,0.7741756041844685,2,-1.7676169107394828
GFER,2,0.7948428188901744,1,-1.3614374440646366
TTC4,2,0.9497380355993907,2,-1.5536136646647911
MCM3,2,0.6453828212688677,1,-1.4706765625902325
ALK,2,0.8114492886694885,1,-0.8790447835994857
GTF3C5,2,0.8843933145205181,2,-1.6234427081457121
TTI1,2,0.8939218521118164,2,-1.5778699479028173
TP53RK,2,0.8393710106611252,1,-1.1557424983061702
SOX11,2,0.7979455814208146,1,-0.8080836560868656
ATL2,2,0.6644320723911126,1,-1.4176630375521313
HEATR3,2,0.8208606627322297,1,-1.0708686517354862
INTS5,2,0.7557892904321003,1,-1.265988248643572
RINT1,2,0.9249092936515808,2,-1.753224244732567
WSB2,2,0.6127132907373987,1,-1.010842638261615
VPS18,2,0.6680074303100506,1,-1.3004900092052392
PTPN11,2,0.6683228040734928,3,-1.9142082077143712
HSPA5,2,0.7938455954135861,1,-1.183339052775319
CINP,2,0.8606571455796559,2,-1.7402435514160475
DENR,2,0.8137259284655254,2,-1.6298309370998263
NDUFB4,1,0.979991098244985,1,-1.739899183991601
XRN2,1,0.7838624815146128,1,-1.5054940776669783
CIAPIN1,1,0.9803608059883118,1,-1.6311932321275031
PPM1G,1,0.9853691260019938,1,-1.6993507176194684
SRFBP1,1,0.7376332978407542,1,-1.5400335320213072
COQ4,1,0.89893772204717,1,-1.564897741949261
CCDC59,1,0.9061352809270223,1,-1.5082249485150132
KANSL3,1,0.9730763037999471,1,-1.502506348335169
PPP1R11,1,0.6183646530068169,1,-0.7888652791235721
COQ2,1,0.8510160446166992,1,-1.5723866497596015
MRPS11,1,0.8952250083287557,1,-1.8884302008988672
MIB1,1,0.6601862410704294,1,-1.653842626065371
SASS6,1,0.6714364588260651,1,-1.5400468203093964
DDX24,1,0.716442734003067,1,-1.5645575797429518
WDR46,1,0.709253340959549,1,-1.5661765437740902
CTR9,1,0.8207104901472727,1,-1.635260804745737
TAF10,1,0.7715307672818502,1,-1.5806358223701975
TUBD1,1,0.8410266637802124,1,-1.867515774504925
TRAPPC5,1,0.8895341356595358,1,-1.679197867500973
ASPM,1,0.9511646032333374,1,-2.0108073092488703
THOC1,1,0.7612299621105194,1,-1.5419035805594608
SLC39A7,1,0.9648707509040833,1,-1.6834058552158222
GTF2A1,1,0.9857792059580485,1,-1.908766731909216
DDX23,1,0.7826075851917267,1,-1.6093749670210848
SMARCA4,1,0.9870754679044088,1,-1.949320085351184
DDX27,1,0.6328945780793825,1,-1.5408876760723231
ZNF492,1,0.6701454088712732,1,-1.648940258463603
STX18,1,0.6873168895641962,1,-1.5086999856273475
POLR3F,1,0.6648033568635582,1,-1.5449632612254578
NUDC,1,0.9843701720237732,1,-1.5317549929920105
GTSE1,1,0.993337869644165,1,-1.90999716856861
ELP4,1,0.8969408671061198,1,-1.645857179142164
SNRNP40,1,0.9830632011095682,1,-1.8369089102768767
NCAPG2,1,0.9725044767061869,1,-1.7746479448261936
CENPE,1,0.9670762419700623,1,-1.8560606450744368
TCOF1,1,0.9416890939076742,1,-1.8177869505516544
GAK,1,0.9388556083043417,1,-1.51745456715675
DPH3,1,0.9247544805208842,1,-1.682965984085185
TACC3,1,0.9082241853078207,1,-1.9269765744322456
POLR1H,1,0.9044700860977173,1,-1.5634065771832963
CEP192,1,0.722794771194458,2,-1.7048859521086308
NCAPH2,1,0.887369712193807,1,-1.9660785570853667
MDM2,1,0.8214502731959025,1,-1.857258483398152
MDM4,1,0.8035441835721334,3,-1.5031057823220346
LCE2A,1,0.8016098837057749,1,-1.726607715442302
HNRNPU,1,0.7980405886967977,2,-1.6135739427028382
MYBBP1A,1,0.7258735597133636,1,-1.7147426558654673
PPM1D,1,0.6860900322596232,2,-2.2761026923057948
GATA3,1,0.5309751983731984,2,-1.740779338795619
MED17,1,0.9064814249674479,1,-1.5941387613170992
H2BC13,1,0.9702930251757304,1,-1.5685033810882256
TUBE1,1,0.9940843383471171,1,-1.8540989902949616
PPP1R7,1,0.9000449975331625,1,-1.5299554288832862
ABT1,1,0.8558082183202108,1,-1.7380258257479004
MAU2,1,0.9044926563898722,1,-1.579238011277161
ILF3,1,0.7770770986874899,2,-1.84705748351826
DDX5,1,0.756911059220632,1,-1.8569598608190727
XRCC2,1,0.732946127653122,1,-1.5198644272103528
ARF4,1,0.7071721951166788,1,-1.8115785475214023
LMNB1,1,0.6782042334477106,1,-1.7879803299750678
CENPM,1,0.9903220136960348,1,-1.6050979215559047
TAMM41,1,0.8326800465583801,1,-1.787386712635419
COG7,1,0.9830899834632874,1,-1.5663541795776252
BMS1,1,0.9954519867897034,1,-1.5373343642019708
ITGAV,1,0.9646293918291727,1,-1.6586313000122377
COG8,1,0.7845622897148132,1,-1.641764622977867
FURIN,1,0.9850497643152872,1,-1.5046115811588638
DAP3,1,0.9937429229418436,1,-1.6444577236176523
AFG3L2,1,0.9993375539779663,1,-1.652605234546388
RTEL1,1,0.7486729224522909,1,-1.8330339074985864
PHOX2A,1,0.8249953587849935,2,-1.8311164829587103
SETD1A,1,0.9113631248474121,1,-1.5366471346792998
TARDBP,1,0.987712581952413,1,-2.418075569358745
HNRNPC,1,0.9803013205528259,1,-1.5099827287464131
KCNS3,1,0.8945820530255636,1,-2.524393028105758
RIC1,1,0.979569693406423,1,-1.670830500582593
KRR1,1,0.5969221153839802,1,-1.2601039480620924
H2AC6,1,0.8517824411392212,1,-1.61857317623211
RHOQ,1,0.6481316536664962,2,-1.5880913244619617
GLRX3,1,0.6826987514893214,1,-1.6492621086103034
SYF2,1,0.7087182601292928,1,-1.5733583854678366
CAD,1,0.9991066058476766,1,-1.5356389161649433
NUP155,1,0.9109209974606832,1,-1.8547160621073224
SDHAF1,1,0.994789183139801,1,-1.968445431651164
DHX36,1,0.9943942427635193,1,-1.602441777641559
SRF,1,0.9953597982724508,1,-1.6621554579782611
ATP6V0B,1,0.771180639664332,1,-1.5975791907313883
FTSJ3,1,0.9047566254933676,1,-1.829185218326935
NLE1,1,0.6460969134544333,1,-1.5213172857727206
OIP5,1,0.8745082020759583,2,-1.6137327470636995
LRP8,1,0.6906195282936096,1,-2.0027823783842336
SON,1,0.8529955148696899,1,-1.559351885597669
FCGR1A,1,0.8165730039278666,1,-1.5663556101570233
RBBP8,1,0.7867335677146912,1,-1.5858182126024136
HMGCR,1,0.9826968510945638,1,-1.5340054767942266
ATP5F1B,1,0.7143218517303467,1,-1.6984428476414806
HSCB,1,0.9937155246734619,1,-1.5667284357212383
BCS1L,1,0.9934554696083069,1,-1.5174437728941583
HDAC3,1,0.9930597146352133,1,-1.5510124846937925
DDX39B,1,0.9999332030614217,1,-2.065124472327484
CIT,1,0.6369630495707194,1,-1.694607653438393
PPA1,1,0.997008204460144,1,-2.275439243206553
MMS19,1,0.9978521267573038,1,-1.51849687032058
DNAAF10,1,0.998746653397878,1,-1.767121752406019
ATP5PB,1,0.9987511237462362,1,-1.6533232967892109
FERMT2,1,0.9993261694908142,1,-1.8064671650602608
SNUPN,1,0.9993372956911722,1,-1.584445667260054
ARPC4,1,0.9968676368395487,1,-1.6868003279236812
CSNK2B,1,0.99946129322052,1,-1.5813201481232038
RPP30,1,0.9997294743855795,1,-1.547578760898314
ATP5F1A,1,0.9998135368029276,1,-1.7003762389459265
GEMIN4,1,0.9998191396395365,1,-1.581668522254711
MED25,1,0.999921719233195,1,-1.8726751199292777
MED26,1,0.9999797344207764,1,-1.5620486247802656
NUBP2,1,0.9927892684936523,2,-1.5591086565395218
TIMM9,1,0.9995249509811401,1,-1.6533149495099198
RRP7A,1,0.9960394501686096,1,-1.525051955297036
RTCB,1,0.9951466917991638,1,-1.948766234740597
DHPS,1,0.9941854079564413,1,-1.997760632968926
SUPV3L1,1,0.9236042896906534,2,-1.5043008964248383
MFN2,1,0.9362691044807434,1,-1.6311136574102938
MED18,1,0.9429469505945841,1,-1.797149488439576
PNPT1,1,0.9574520985285441,1,-1.5176543406353886
GEMIN6,1,0.9677459994951884,1,-1.5490482565852497
ATP5F1D,1,0.972999115784963,1,-1.734957157372251
FDXR,1,0.98731929063797,1,-1.889600729102532
CDIPT,1,0.9874558846155802,1,-2.0689668819426883
GEMIN7,1,0.9899740616480509,1,-1.5460229284639075
PSMD1,1,0.7789845565954844,1,-1.6661521801251071
