"Step","GNN_bp_1 - gene_ap","GNN_bp_1 - gene_ap__MIN","GNN_bp_1 - gene_ap__MAX","GNN_bp_999 - gene_ap","GNN_bp_999 - gene_ap__MIN","GNN_bp_999 - gene_ap__MAX","GNN_bp_42 - gene_ap","GNN_bp_42 - gene_ap__MIN","GNN_bp_42 - gene_ap__MAX","GNN_cgp_1 - gene_ap","GNN_cgp_1 - gene_ap__MIN","GNN_cgp_1 - gene_ap__MAX","GNN_cgp_999 - gene_ap","GNN_cgp_999 - gene_ap__MIN","GNN_cgp_999 - gene_ap__MAX","GNN_cgp_42 - gene_ap","GNN_cgp_42 - gene_ap__MIN","GNN_cgp_42 - gene_ap__MAX","GNN_go_1 - gene_ap","GNN_go_1 - gene_ap__MIN","GNN_go_1 - gene_ap__MAX","GNN_go_999 - gene_ap","GNN_go_999 - gene_ap__MIN","GNN_go_999 - gene_ap__MAX","GNN_go_42 - gene_ap","GNN_go_42 - gene_ap__MIN","GNN_go_42 - gene_ap__MAX","GNN_cp_1 - gene_ap","GNN_cp_1 - gene_ap__MIN","GNN_cp_1 - gene_ap__MAX","GNN_cp_999 - gene_ap","GNN_cp_999 - gene_ap__MIN","GNN_cp_999 - gene_ap__MAX","GNN_cp_42 - gene_ap","GNN_cp_42 - gene_ap__MIN","GNN_cp_42 - gene_ap__MAX"
"0","0.45452148010773114","0.45452148010773114","0.45452148010773114","0.4442919685782875","0.4442919685782875","0.4442919685782875","0.44478571361008257","0.44478571361008257","0.44478571361008257","0.45711468380681197","0.45711468380681197","0.45711468380681197","0.44989844431076664","0.44989844431076664","0.44989844431076664","0.46034454966875393","0.46034454966875393","0.46034454966875393","0.45683803290966307","0.45683803290966307","0.45683803290966307","0.448705867543733","0.448705867543733","0.448705867543733","0.4688871855083671","0.4688871855083671","0.4688871855083671","0.4560883427793013","0.4560883427793013","0.4560883427793013","0.45685375524651545","0.45685375524651545","0.45685375524651545","0.46633903723934456","0.46633903723934456","0.46633903723934456"
"1","0.47075983639877234","0.47075983639877234","0.47075983639877234","0.4501971045110336","0.4501971045110336","0.4501971045110336","0.4497476328011961","0.4497476328011961","0.4497476328011961","0.4698090799341769","0.4698090799341769","0.4698090799341769","0.4632147881790025","0.4632147881790025","0.4632147881790025","0.46172401656393625","0.46172401656393625","0.46172401656393625","0.45796184454222477","0.45796184454222477","0.45796184454222477","0.4634199319747415","0.4634199319747415","0.4634199319747415","0.4479985507561519","0.4479985507561519","0.4479985507561519","0.4599247805009574","0.4599247805009574","0.4599247805009574","0.450350561220986","0.450350561220986","0.450350561220986","0.4648397853364972","0.4648397853364972","0.4648397853364972"
"2","0.47804863657278207","0.47804863657278207","0.47804863657278207","0.4926584780205517","0.4926584780205517","0.4926584780205517","0.462074259110217","0.462074259110217","0.462074259110217","0.48177205274629115","0.48177205274629115","0.48177205274629115","0.47431691074961624","0.47431691074961624","0.47431691074961624","0.4755027430881787","0.4755027430881787","0.4755027430881787","0.48412787321520356","0.48412787321520356","0.48412787321520356","0.4805204267639608","0.4805204267639608","0.4805204267639608","0.47883742915961286","0.47883742915961286","0.47883742915961286","0.4782264834235406","0.4782264834235406","0.4782264834235406","0.4862733857462738","0.4862733857462738","0.4862733857462738","0.5143558502983673","0.5143558502983673","0.5143558502983673"
"3","0.4762096159805699","0.4762096159805699","0.4762096159805699","0.46182139190674026","0.46182139190674026","0.46182139190674026","0.4776648874538353","0.4776648874538353","0.4776648874538353","0.5141531573483142","0.5141531573483142","0.5141531573483142","0.5180244403645077","0.5180244403645077","0.5180244403645077","0.4856707444296362","0.4856707444296362","0.4856707444296362","0.4901320877815878","0.4901320877815878","0.4901320877815878","0.522357996642181","0.522357996642181","0.522357996642181","0.5160403634579592","0.5160403634579592","0.5160403634579592","0.4824147652160329","0.4824147652160329","0.4824147652160329","0.4777269857403033","0.4777269857403033","0.4777269857403033","0.4972566651605587","0.4972566651605587","0.4972566651605587"
"4","0.5083016326740692","0.5083016326740692","0.5083016326740692","0.4848271971487757","0.4848271971487757","0.4848271971487757","0.48374568200799295","0.48374568200799295","0.48374568200799295","0.5101228752216824","0.5101228752216824","0.5101228752216824","0.4786611160945684","0.4786611160945684","0.4786611160945684","0.5195084818074821","0.5195084818074821","0.5195084818074821","0.49077695824220463","0.49077695824220463","0.49077695824220463","0.517011907146172","0.517011907146172","0.517011907146172","0.4911856874508321","0.4911856874508321","0.4911856874508321","0.501047785662474","0.501047785662474","0.501047785662474","0.4831136646606543","0.4831136646606543","0.4831136646606543","0.4980523949512529","0.4980523949512529","0.4980523949512529"
"5","0.5316398613005366","0.5316398613005366","0.5316398613005366","0.5114644310747731","0.5114644310747731","0.5114644310747731","0.5022440657847483","0.5022440657847483","0.5022440657847483","0.5350750322209836","0.5350750322209836","0.5350750322209836","0.5020058554160713","0.5020058554160713","0.5020058554160713","0.5078262065344118","0.5078262065344118","0.5078262065344118","0.5037638068209367","0.5037638068209367","0.5037638068209367","0.5126104463760265","0.5126104463760265","0.5126104463760265","0.5105728420136186","0.5105728420136186","0.5105728420136186","0.4993865144934704","0.4993865144934704","0.4993865144934704","0.518813975770535","0.518813975770535","0.518813975770535","0.5051410752650051","0.5051410752650051","0.5051410752650051"
"6","0.5502033077595458","0.5502033077595458","0.5502033077595458","0.5033261852248994","0.5033261852248994","0.5033261852248994","0.4824511884012516","0.4824511884012516","0.4824511884012516","0.5714153801632729","0.5714153801632729","0.5714153801632729","0.5226549453511341","0.5226549453511341","0.5226549453511341","0.5302539819839885","0.5302539819839885","0.5302539819839885","0.5420878182671502","0.5420878182671502","0.5420878182671502","0.5384255723305563","0.5384255723305563","0.5384255723305563","0.5363676274952789","0.5363676274952789","0.5363676274952789","0.5210326679090823","0.5210326679090823","0.5210326679090823","0.513607912138384","0.513607912138384","0.513607912138384","0.537232219829441","0.537232219829441","0.537232219829441"
"7","0.5334553740843035","0.5334553740843035","0.5334553740843035","0.537249591392244","0.537249591392244","0.537249591392244","0.5515656063829997","0.5515656063829997","0.5515656063829997","0.5632325937292517","0.5632325937292517","0.5632325937292517","0.5377592517483324","0.5377592517483324","0.5377592517483324","0.5314054686674674","0.5314054686674674","0.5314054686674674","0.5393771463447569","0.5393771463447569","0.5393771463447569","0.5672326034111053","0.5672326034111053","0.5672326034111053","0.5439690358621387","0.5439690358621387","0.5439690358621387","0.521021587353738","0.521021587353738","0.521021587353738","0.5379460857747626","0.5379460857747626","0.5379460857747626","0.5443072835667975","0.5443072835667975","0.5443072835667975"
"8","0.5484677876690893","0.5484677876690893","0.5484677876690893","0.5531585168380462","0.5531585168380462","0.5531585168380462","0.5307041209088613","0.5307041209088613","0.5307041209088613","0.5543093351003595","0.5543093351003595","0.5543093351003595","0.5573844068669145","0.5573844068669145","0.5573844068669145","0.5876019853684161","0.5876019853684161","0.5876019853684161","0.5536881705876201","0.5536881705876201","0.5536881705876201","0.5625671117486659","0.5625671117486659","0.5625671117486659","0.5279770655207497","0.5279770655207497","0.5279770655207497","0.5455136117623636","0.5455136117623636","0.5455136117623636","0.5543333256318792","0.5543333256318792","0.5543333256318792","0.5719700415066373","0.5719700415066373","0.5719700415066373"
"9","0.5822747132531163","0.5822747132531163","0.5822747132531163","0.5546523361219257","0.5546523361219257","0.5546523361219257","0.5356545293891017","0.5356545293891017","0.5356545293891017","0.5701360613881582","0.5701360613881582","0.5701360613881582","0.5318965337116222","0.5318965337116222","0.5318965337116222","0.5870177851901999","0.5870177851901999","0.5870177851901999","0.5777763006924581","0.5777763006924581","0.5777763006924581","0.5796298565967423","0.5796298565967423","0.5796298565967423","0.5774503276801344","0.5774503276801344","0.5774503276801344","0.5615935867063954","0.5615935867063954","0.5615935867063954","0.554057707009227","0.554057707009227","0.554057707009227","0.5952624621036584","0.5952624621036584","0.5952624621036584"
"10","0.5907772138568793","0.5907772138568793","0.5907772138568793","0.5675943151713478","0.5675943151713478","0.5675943151713478","0.5544223340331073","0.5544223340331073","0.5544223340331073","0.5729946404389703","0.5729946404389703","0.5729946404389703","0.5649030854248944","0.5649030854248944","0.5649030854248944","0.5774445332271668","0.5774445332271668","0.5774445332271668","0.5836311901552014","0.5836311901552014","0.5836311901552014","0.5716898481684424","0.5716898481684424","0.5716898481684424","0.5846028545663586","0.5846028545663586","0.5846028545663586","0.5409692424682873","0.5409692424682873","0.5409692424682873","0.5571924721053403","0.5571924721053403","0.5571924721053403","0.5559377465940963","0.5559377465940963","0.5559377465940963"
"11","0.6087728272635072","0.6087728272635072","0.6087728272635072","0.5554265451116308","0.5554265451116308","0.5554265451116308","0.5791939245777715","0.5791939245777715","0.5791939245777715","0.6099191494154093","0.6099191494154093","0.6099191494154093","0.5749837224005088","0.5749837224005088","0.5749837224005088","0.608327620938698","0.608327620938698","0.608327620938698","0.6264626674682562","0.6264626674682562","0.6264626674682562","0.6082164303360512","0.6082164303360512","0.6082164303360512","0.6126864259552758","0.6126864259552758","0.6126864259552758","0.5601236197292401","0.5601236197292401","0.5601236197292401","0.566431472608801","0.566431472608801","0.566431472608801","0.587285260554363","0.587285260554363","0.587285260554363"
"12","0.6067603365725345","0.6067603365725345","0.6067603365725345","0.5817919979805343","0.5817919979805343","0.5817919979805343","0.5863508304330916","0.5863508304330916","0.5863508304330916","0.6100432474156878","0.6100432474156878","0.6100432474156878","0.572499828033623","0.572499828033623","0.572499828033623","0.5876703172306854","0.5876703172306854","0.5876703172306854","0.6040119199244193","0.6040119199244193","0.6040119199244193","0.5949317649786111","0.5949317649786111","0.5949317649786111","0.6235023499999035","0.6235023499999035","0.6235023499999035","0.5639903351135832","0.5639903351135832","0.5639903351135832","0.5918888379669489","0.5918888379669489","0.5918888379669489","0.6033365106731956","0.6033365106731956","0.6033365106731956"
"13","0.6167887530954851","0.6167887530954851","0.6167887530954851","0.556717956787555","0.556717956787555","0.556717956787555","0.5783709070272463","0.5783709070272463","0.5783709070272463","0.6102815493138433","0.6102815493138433","0.6102815493138433","0.6191650611969597","0.6191650611969597","0.6191650611969597","0.6284347809736263","0.6284347809736263","0.6284347809736263","0.6014385570894911","0.6014385570894911","0.6014385570894911","0.646962060176422","0.646962060176422","0.646962060176422","0.6009506877153784","0.6009506877153784","0.6009506877153784","0.5991861357990076","0.5991861357990076","0.5991861357990076","0.6227617433316852","0.6227617433316852","0.6227617433316852","0.6312199524497136","0.6312199524497136","0.6312199524497136"
"14","0.6162454133265465","0.6162454133265465","0.6162454133265465","0.5910708610478117","0.5910708610478117","0.5910708610478117","0.6153531404315001","0.6153531404315001","0.6153531404315001","0.6433729922403876","0.6433729922403876","0.6433729922403876","0.6089526132382697","0.6089526132382697","0.6089526132382697","0.6355892189481998","0.6355892189481998","0.6355892189481998","0.6299986423009803","0.6299986423009803","0.6299986423009803","0.6191067082958883","0.6191067082958883","0.6191067082958883","0.623892127731076","0.623892127731076","0.623892127731076","0.6167157228427569","0.6167157228427569","0.6167157228427569","0.6113117705158813","0.6113117705158813","0.6113117705158813","0.6229321292156332","0.6229321292156332","0.6229321292156332"
"15","0.635612726305217","0.635612726305217","0.635612726305217","0.6065676815138771","0.6065676815138771","0.6065676815138771","0.6034780179334943","0.6034780179334943","0.6034780179334943","0.6391241181703181","0.6391241181703181","0.6391241181703181","0.631528037737694","0.631528037737694","0.631528037737694","0.6418044768846313","0.6418044768846313","0.6418044768846313","0.6153248773959356","0.6153248773959356","0.6153248773959356","0.6229074072797863","0.6229074072797863","0.6229074072797863","0.6183987559060437","0.6183987559060437","0.6183987559060437","0.6240979228150856","0.6240979228150856","0.6240979228150856","0.6239359633410234","0.6239359633410234","0.6239359633410234","0.6276254643355464","0.6276254643355464","0.6276254643355464"
"16","0.6395576317460612","0.6395576317460612","0.6395576317460612","0.6144743932947073","0.6144743932947073","0.6144743932947073","0.6210203073788889","0.6210203073788889","0.6210203073788889","0.648908580483521","0.648908580483521","0.648908580483521","0.6114356950575704","0.6114356950575704","0.6114356950575704","0.6179906136431584","0.6179906136431584","0.6179906136431584","0.6497768035730098","0.6497768035730098","0.6497768035730098","0.6337589321756254","0.6337589321756254","0.6337589321756254","0.6283121458403985","0.6283121458403985","0.6283121458403985","0.6378333412809198","0.6378333412809198","0.6378333412809198","0.6255053097778177","0.6255053097778177","0.6255053097778177","0.6637853278849192","0.6637853278849192","0.6637853278849192"
"17","0.6463444474338682","0.6463444474338682","0.6463444474338682","0.6377795130369319","0.6377795130369319","0.6377795130369319","0.6688758490604497","0.6688758490604497","0.6688758490604497","0.6783339926782296","0.6783339926782296","0.6783339926782296","0.6568127879476102","0.6568127879476102","0.6568127879476102","0.6460945927381123","0.6460945927381123","0.6460945927381123","0.6470290186669913","0.6470290186669913","0.6470290186669913","0.6424982065502471","0.6424982065502471","0.6424982065502471","0.6549571580531464","0.6549571580531464","0.6549571580531464","0.6629383555268684","0.6629383555268684","0.6629383555268684","0.6035816723836331","0.6035816723836331","0.6035816723836331","0.6566714041695446","0.6566714041695446","0.6566714041695446"
"18","0.6598684491493854","0.6598684491493854","0.6598684491493854","0.6258303177214789","0.6258303177214789","0.6258303177214789","0.6409986391658422","0.6409986391658422","0.6409986391658422","0.6587721860245298","0.6587721860245298","0.6587721860245298","0.6354448560881565","0.6354448560881565","0.6354448560881565","0.6464167255542935","0.6464167255542935","0.6464167255542935","0.6641211372232269","0.6641211372232269","0.6641211372232269","0.653757932880656","0.653757932880656","0.653757932880656","0.6405707376004615","0.6405707376004615","0.6405707376004615","0.6378688079020286","0.6378688079020286","0.6378688079020286","0.6378970655525975","0.6378970655525975","0.6378970655525975","0.6673784112725505","0.6673784112725505","0.6673784112725505"
"19","0.6596423008455671","0.6596423008455671","0.6596423008455671","0.6376787661000458","0.6376787661000458","0.6376787661000458","0.6483653037799565","0.6483653037799565","0.6483653037799565","0.6700763784056815","0.6700763784056815","0.6700763784056815","0.6499212793016024","0.6499212793016024","0.6499212793016024","0.6627246615730877","0.6627246615730877","0.6627246615730877","0.6338941071686222","0.6338941071686222","0.6338941071686222","0.6690031974077999","0.6690031974077999","0.6690031974077999","0.654861260613864","0.654861260613864","0.654861260613864","0.6501378335448366","0.6501378335448366","0.6501378335448366","0.6477682168585027","0.6477682168585027","0.6477682168585027","0.6406705235687755","0.6406705235687755","0.6406705235687755"
"20","0.6693801581378144","0.6693801581378144","0.6693801581378144","0.6532642694352225","0.6532642694352225","0.6532642694352225","0.6606633791554265","0.6606633791554265","0.6606633791554265","0.6702153502597764","0.6702153502597764","0.6702153502597764","0.6522492518153661","0.6522492518153661","0.6522492518153661","0.6730579394165171","0.6730579394165171","0.6730579394165171","0.6547025265990223","0.6547025265990223","0.6547025265990223","0.6754380505220904","0.6754380505220904","0.6754380505220904","0.6695816547211454","0.6695816547211454","0.6695816547211454","0.6941532715642977","0.6941532715642977","0.6941532715642977","0.6735916554676399","0.6735916554676399","0.6735916554676399","0.6868452941069834","0.6868452941069834","0.6868452941069834"
"21","0.6774189717740516","0.6774189717740516","0.6774189717740516","0.6761115487996595","0.6761115487996595","0.6761115487996595","0.6668045237726504","0.6668045237726504","0.6668045237726504","0.6975876548284202","0.6975876548284202","0.6975876548284202","0.67549703411487","0.67549703411487","0.67549703411487","0.6656972714823194","0.6656972714823194","0.6656972714823194","0.6874642088032441","0.6874642088032441","0.6874642088032441","0.6976854172323308","0.6976854172323308","0.6976854172323308","0.6838261439896277","0.6838261439896277","0.6838261439896277","0.6795643929476918","0.6795643929476918","0.6795643929476918","0.6862907572931671","0.6862907572931671","0.6862907572931671","0.6919724892571196","0.6919724892571196","0.6919724892571196"
"22","0.7029726464129875","0.7029726464129875","0.7029726464129875","0.6961118984658743","0.6961118984658743","0.6961118984658743","0.6882707199012621","0.6882707199012621","0.6882707199012621","0.6848807072330619","0.6848807072330619","0.6848807072330619","0.6781411752981241","0.6781411752981241","0.6781411752981241","0.6811349199793063","0.6811349199793063","0.6811349199793063","0.6821513431964443","0.6821513431964443","0.6821513431964443","0.706351217280365","0.706351217280365","0.706351217280365","0.686164503601182","0.686164503601182","0.686164503601182","0.6759827671571537","0.6759827671571537","0.6759827671571537","0.671006856675117","0.671006856675117","0.671006856675117","0.6975027770746618","0.6975027770746618","0.6975027770746618"
"23","0.6830898864499843","0.6830898864499843","0.6830898864499843","0.6771733602344453","0.6771733602344453","0.6771733602344453","0.6716603311637828","0.6716603311637828","0.6716603311637828","0.6968688272940285","0.6968688272940285","0.6968688272940285","0.6904190818897212","0.6904190818897212","0.6904190818897212","0.6953515526561385","0.6953515526561385","0.6953515526561385","0.6873245221624225","0.6873245221624225","0.6873245221624225","0.698784572819765","0.698784572819765","0.698784572819765","0.6819307454575877","0.6819307454575877","0.6819307454575877","0.6999465936588597","0.6999465936588597","0.6999465936588597","0.7000174927184444","0.7000174927184444","0.7000174927184444","0.7188807092995934","0.7188807092995934","0.7188807092995934"
"24","0.7032142593922314","0.7032142593922314","0.7032142593922314","0.6973765146791612","0.6973765146791612","0.6973765146791612","0.6882936892298266","0.6882936892298266","0.6882936892298266","0.6809406424748774","0.6809406424748774","0.6809406424748774","0.6982455942631898","0.6982455942631898","0.6982455942631898","0.6908085691709706","0.6908085691709706","0.6908085691709706","0.7235167230335162","0.7235167230335162","0.7235167230335162","0.6962534837065052","0.6962534837065052","0.6962534837065052","0.7139670408155636","0.7139670408155636","0.7139670408155636","0.6949980049027011","0.6949980049027011","0.6949980049027011","0.6799529559940664","0.6799529559940664","0.6799529559940664","0.6967704057748781","0.6967704057748781","0.6967704057748781"
"25","0.70927785081121","0.70927785081121","0.70927785081121","0.6837216652763496","0.6837216652763496","0.6837216652763496","0.6995725298553207","0.6995725298553207","0.6995725298553207","0.7052172919975424","0.7052172919975424","0.7052172919975424","0.7088228956585151","0.7088228956585151","0.7088228956585151","0.6937148847415352","0.6937148847415352","0.6937148847415352","0.7171414760583001","0.7171414760583001","0.7171414760583001","0.709005938818317","0.709005938818317","0.709005938818317","0.7051195800388945","0.7051195800388945","0.7051195800388945","0.6942243045806514","0.6942243045806514","0.6942243045806514","0.7067386497473267","0.7067386497473267","0.7067386497473267","0.7336393718758122","0.7336393718758122","0.7336393718758122"
"26","0.7285666747030102","0.7285666747030102","0.7285666747030102","0.68253563006972","0.68253563006972","0.68253563006972","0.6944634191708107","0.6944634191708107","0.6944634191708107","0.7252482669725077","0.7252482669725077","0.7252482669725077","0.7275549504662161","0.7275549504662161","0.7275549504662161","0.7150398368643256","0.7150398368643256","0.7150398368643256","0.7218021956736159","0.7218021956736159","0.7218021956736159","0.6972374050032412","0.6972374050032412","0.6972374050032412","0.7149674699756363","0.7149674699756363","0.7149674699756363","0.6909434966617337","0.6909434966617337","0.6909434966617337","0.6959939761080697","0.6959939761080697","0.6959939761080697","0.7187910541663465","0.7187910541663465","0.7187910541663465"
"27","0.7288506081899682","0.7288506081899682","0.7288506081899682","0.7042248328721558","0.7042248328721558","0.7042248328721558","0.6968364176524287","0.6968364176524287","0.6968364176524287","0.7214859300948057","0.7214859300948057","0.7214859300948057","0.7219537486609513","0.7219537486609513","0.7219537486609513","0.7087160554266198","0.7087160554266198","0.7087160554266198","0.7228190033008415","0.7228190033008415","0.7228190033008415","0.7297570747096402","0.7297570747096402","0.7297570747096402","0.7124092003898298","0.7124092003898298","0.7124092003898298","0.7010708049488067","0.7010708049488067","0.7010708049488067","0.7045326566361284","0.7045326566361284","0.7045326566361284","0.7347366170458625","0.7347366170458625","0.7347366170458625"
"28","0.7314613703234639","0.7314613703234639","0.7314613703234639","0.6872076580638137","0.6872076580638137","0.6872076580638137","0.7244033204354995","0.7244033204354995","0.7244033204354995","0.72305011185883","0.72305011185883","0.72305011185883","0.7297689906952894","0.7297689906952894","0.7297689906952894","0.7260293727298377","0.7260293727298377","0.7260293727298377","0.7282059463764458","0.7282059463764458","0.7282059463764458","0.7155746056926151","0.7155746056926151","0.7155746056926151","0.7080469631008703","0.7080469631008703","0.7080469631008703","0.7323048121784252","0.7323048121784252","0.7323048121784252","0.7193090263171137","0.7193090263171137","0.7193090263171137","0.7489749505638758","0.7489749505638758","0.7489749505638758"
"29","0.7376033157791531","0.7376033157791531","0.7376033157791531","0.7281255793023732","0.7281255793023732","0.7281255793023732","0.7078562080959401","0.7078562080959401","0.7078562080959401","0.745836954190397","0.745836954190397","0.745836954190397","0.7248388352538921","0.7248388352538921","0.7248388352538921","0.7315555999732555","0.7315555999732555","0.7315555999732555","0.7266426582758265","0.7266426582758265","0.7266426582758265","0.6976298209534896","0.6976298209534896","0.6976298209534896","0.7207382917909226","0.7207382917909226","0.7207382917909226","0.717950610399293","0.717950610399293","0.717950610399293","0.7062039014763146","0.7062039014763146","0.7062039014763146","0.7178230286481029","0.7178230286481029","0.7178230286481029"