"Step","GNN_expression_cnv_soft_1 - gene_ap","GNN_expression_cnv_soft_1 - gene_ap__MIN","GNN_expression_cnv_soft_1 - gene_ap__MAX","GNN_expression_cnv_soft_999 - gene_ap","GNN_expression_cnv_soft_999 - gene_ap__MIN","GNN_expression_cnv_soft_999 - gene_ap__MAX","GNN_expression_cnv_soft_42 - gene_ap","GNN_expression_cnv_soft_42 - gene_ap__MIN","GNN_expression_cnv_soft_42 - gene_ap__MAX","GNN_cnv_soft_expression_1 - gene_ap","GNN_cnv_soft_expression_1 - gene_ap__MIN","GNN_cnv_soft_expression_1 - gene_ap__MAX","GNN_cnv_soft_expression_999 - gene_ap","GNN_cnv_soft_expression_999 - gene_ap__MIN","GNN_cnv_soft_expression_999 - gene_ap__MAX","GNN_cnv_soft_expression_42 - gene_ap","GNN_cnv_soft_expression_42 - gene_ap__MIN","GNN_cnv_soft_expression_42 - gene_ap__MAX","GNN_expression_rnd_1 - gene_ap","GNN_expression_rnd_1 - gene_ap__MIN","GNN_expression_rnd_1 - gene_ap__MAX","GNN_expression_rnd_999 - gene_ap","GNN_expression_rnd_999 - gene_ap__MIN","GNN_expression_rnd_999 - gene_ap__MAX","GNN_expression_rnd_42 - gene_ap","GNN_expression_rnd_42 - gene_ap__MIN","GNN_expression_rnd_42 - gene_ap__MAX","GNN_cnv_rnd_1 - gene_ap","GNN_cnv_rnd_1 - gene_ap__MIN","GNN_cnv_rnd_1 - gene_ap__MAX","GNN_cnv_rnd_999 - gene_ap","GNN_cnv_rnd_999 - gene_ap__MIN","GNN_cnv_rnd_999 - gene_ap__MAX","GNN_cnv_rnd_42 - gene_ap","GNN_cnv_rnd_42 - gene_ap__MIN","GNN_cnv_rnd_42 - gene_ap__MAX","GNN_expression_cnv_1 - gene_ap","GNN_expression_cnv_1 - gene_ap__MIN","GNN_expression_cnv_1 - gene_ap__MAX","GNN_expression_cnv_999 - gene_ap","GNN_expression_cnv_999 - gene_ap__MIN","GNN_expression_cnv_999 - gene_ap__MAX","GNN_expression_cnv_42 - gene_ap","GNN_expression_cnv_42 - gene_ap__MIN","GNN_expression_cnv_42 - gene_ap__MAX","GNN_cnv_expression_1 - gene_ap","GNN_cnv_expression_1 - gene_ap__MIN","GNN_cnv_expression_1 - gene_ap__MAX","GNN_cnv_expression_999 - gene_ap","GNN_cnv_expression_999 - gene_ap__MIN","GNN_cnv_expression_999 - gene_ap__MAX","GNN_cnv_expression_42 - gene_ap","GNN_cnv_expression_42 - gene_ap__MIN","GNN_cnv_expression_42 - gene_ap__MAX","GNN_cnv_full_1 - gene_ap","GNN_cnv_full_1 - gene_ap__MIN","GNN_cnv_full_1 - gene_ap__MAX","GNN_cnv_full_999 - gene_ap","GNN_cnv_full_999 - gene_ap__MIN","GNN_cnv_full_999 - gene_ap__MAX","GNN_cnv_full_42 - gene_ap","GNN_cnv_full_42 - gene_ap__MIN","GNN_cnv_full_42 - gene_ap__MAX","GNN_expression_full_1 - gene_ap","GNN_expression_full_1 - gene_ap__MIN","GNN_expression_full_1 - gene_ap__MAX","GNN_expression_full_999 - gene_ap","GNN_expression_full_999 - gene_ap__MIN","GNN_expression_full_999 - gene_ap__MAX","GNN_expression_full_42 - gene_ap","GNN_expression_full_42 - gene_ap__MIN","GNN_expression_full_42 - gene_ap__MAX","GNN_cnv_soft_rnd_1 - gene_ap","GNN_cnv_soft_rnd_1 - gene_ap__MIN","GNN_cnv_soft_rnd_1 - gene_ap__MAX","GNN_cnv_soft_rnd_999 - gene_ap","GNN_cnv_soft_rnd_999 - gene_ap__MIN","GNN_cnv_soft_rnd_999 - gene_ap__MAX","GNN_cnv_soft_rnd_42 - gene_ap","GNN_cnv_soft_rnd_42 - gene_ap__MIN","GNN_cnv_soft_rnd_42 - gene_ap__MAX","GNN_cnv_soft_99 - gene_ap","GNN_cnv_soft_99 - gene_ap__MIN","GNN_cnv_soft_99 - gene_ap__MAX","GNN_cnv_soft_42 - gene_ap","GNN_cnv_soft_42 - gene_ap__MIN","GNN_cnv_soft_42 - gene_ap__MAX","GNN_cnv_soft_1 - gene_ap","GNN_cnv_soft_1 - gene_ap__MIN","GNN_cnv_soft_1 - gene_ap__MAX","GNN_expression_99 - gene_ap","GNN_expression_99 - gene_ap__MIN","GNN_expression_99 - gene_ap__MAX","GNN_expression_42 - gene_ap","GNN_expression_42 - gene_ap__MIN","GNN_expression_42 - gene_ap__MAX","GNN_expression_1 - gene_ap","GNN_expression_1 - gene_ap__MIN","GNN_expression_1 - gene_ap__MAX","GNN_cnv_99 - gene_ap","GNN_cnv_99 - gene_ap__MIN","GNN_cnv_99 - gene_ap__MAX","GNN_cnv_42 - gene_ap","GNN_cnv_42 - gene_ap__MIN","GNN_cnv_42 - gene_ap__MAX","GNN_cnv_1 - gene_ap","GNN_cnv_1 - gene_ap__MIN","GNN_cnv_1 - gene_ap__MAX"
"0","0.4419302724687528","0.4419302724687528","0.4419302724687528","0.43333821896147706","0.43333821896147706","0.43333821896147706","0.43576414138642844","0.43576414138642844","0.43576414138642844","0.43852188869201836","0.43852188869201836","0.43852188869201836","0.43182416001047885","0.43182416001047885","0.43182416001047885","0.43955323687483766","0.43955323687483766","0.43955323687483766","0.39629917311095897","0.39629917311095897","0.39629917311095897","0.3976682257969522","0.3976682257969522","0.3976682257969522","0.40137316357992164","0.40137316357992164","0.40137316357992164","0.3955753760377798","0.3955753760377798","0.3955753760377798","0.3933157386007619","0.3933157386007619","0.3933157386007619","0.3954364289617276","0.3954364289617276","0.3954364289617276","0.40917485406508897","0.40917485406508897","0.40917485406508897","0.4207531675807396","0.4207531675807396","0.4207531675807396","0.4110882738298085","0.4110882738298085","0.4110882738298085","0.41369718850497844","0.41369718850497844","0.41369718850497844","0.4179449861139473","0.4179449861139473","0.4179449861139473","0.4067035008750949","0.4067035008750949","0.4067035008750949","0.4343566159567635","0.4343566159567635","0.4343566159567635","0.45439864495582033","0.45439864495582033","0.45439864495582033","0.44504760389367753","0.44504760389367753","0.44504760389367753","0.4327608659155597","0.4327608659155597","0.4327608659155597","0.43339020011518764","0.43339020011518764","0.43339020011518764","0.4483909679143152","0.4483909679143152","0.4483909679143152","0.40006699808275803","0.40006699808275803","0.40006699808275803","0.4006698388019105","0.4006698388019105","0.4006698388019105","0.3968828339564041","0.3968828339564041","0.3968828339564041","0.43305075904071055","0.43305075904071055","0.43305075904071055","0.43781811655913994","0.43781811655913994","0.43781811655913994","0.43871991058597504","0.43871991058597504","0.43871991058597504","0.40457954203983754","0.40457954203983754","0.40457954203983754","0.3989244583596699","0.3989244583596699","0.3989244583596699","0.40927426854512106","0.40927426854512106","0.40927426854512106","0.43285884040840744","0.43285884040840744","0.43285884040840744","0.4330508324710374","0.4330508324710374","0.4330508324710374","0.4407468699550203","0.4407468699550203","0.4407468699550203"
"1","0.44688284813339857","0.44688284813339857","0.44688284813339857","0.44329282484927546","0.44329282484927546","0.44329282484927546","0.44006092694039123","0.44006092694039123","0.44006092694039123","0.451290939628871","0.451290939628871","0.451290939628871","0.43886467644344984","0.43886467644344984","0.43886467644344984","0.4413141221626653","0.4413141221626653","0.4413141221626653","0.4062111567241167","0.4062111567241167","0.4062111567241167","0.40598743832047685","0.40598743832047685","0.40598743832047685","0.4107473036848058","0.4107473036848058","0.4107473036848058","0.3989757547151576","0.3989757547151576","0.3989757547151576","0.39595641410943533","0.39595641410943533","0.39595641410943533","0.39485357729519344","0.39485357729519344","0.39485357729519344","0.4340505278824212","0.4340505278824212","0.4340505278824212","0.4407000227530873","0.4407000227530873","0.4407000227530873","0.43736899806796387","0.43736899806796387","0.43736899806796387","0.4312145223930563","0.4312145223930563","0.4312145223930563","0.44208226627037134","0.44208226627037134","0.44208226627037134","0.42144546806436134","0.42144546806436134","0.42144546806436134","0.474243416690011","0.474243416690011","0.474243416690011","0.45626643737390365","0.45626643737390365","0.45626643737390365","0.46832093580361656","0.46832093580361656","0.46832093580361656","0.42459018944824695","0.42459018944824695","0.42459018944824695","0.44441904287447","0.44441904287447","0.44441904287447","0.4416331261542939","0.4416331261542939","0.4416331261542939","0.4091469934668609","0.4091469934668609","0.4091469934668609","0.4116428422711037","0.4116428422711037","0.4116428422711037","0.4014412597038732","0.4014412597038732","0.4014412597038732","0.43914975619803287","0.43914975619803287","0.43914975619803287","0.4462398064732018","0.4462398064732018","0.4462398064732018","0.4594492644366721","0.4594492644366721","0.4594492644366721","0.412219129405749","0.412219129405749","0.412219129405749","0.41784143392088924","0.41784143392088924","0.41784143392088924","0.4273288715800011","0.4273288715800011","0.4273288715800011","0.45935463111082725","0.45935463111082725","0.45935463111082725","0.44621050975099413","0.44621050975099413","0.44621050975099413","0.43543419661407073","0.43543419661407073","0.43543419661407073"
"2","0.4521358179010502","0.4521358179010502","0.4521358179010502","0.4464070454726016","0.4464070454726016","0.4464070454726016","0.456808170741402","0.456808170741402","0.456808170741402","0.4614585250923213","0.4614585250923213","0.4614585250923213","0.4612255569445901","0.4612255569445901","0.4612255569445901","0.4498986554952834","0.4498986554952834","0.4498986554952834","0.4145841093450139","0.4145841093450139","0.4145841093450139","0.4063949563838778","0.4063949563838778","0.4063949563838778","0.42631617095286467","0.42631617095286467","0.42631617095286467","0.4035688664439246","0.4035688664439246","0.4035688664439246","0.39582509412782846","0.39582509412782846","0.39582509412782846","0.4041704923896004","0.4041704923896004","0.4041704923896004","0.4466104228747294","0.4466104228747294","0.4466104228747294","0.4514127726381167","0.4514127726381167","0.4514127726381167","0.44747616286858977","0.44747616286858977","0.44747616286858977","0.4545623857292667","0.4545623857292667","0.4545623857292667","0.44279361210091484","0.44279361210091484","0.44279361210091484","0.4601397538055908","0.4601397538055908","0.4601397538055908","0.4485007875738711","0.4485007875738711","0.4485007875738711","0.4566394390316184","0.4566394390316184","0.4566394390316184","0.4510396717935859","0.4510396717935859","0.4510396717935859","0.4351234978742498","0.4351234978742498","0.4351234978742498","0.4526846004971093","0.4526846004971093","0.4526846004971093","0.45314425728826924","0.45314425728826924","0.45314425728826924","0.4323948708402089","0.4323948708402089","0.4323948708402089","0.4502376709286926","0.4502376709286926","0.4502376709286926","0.4224267356015247","0.4224267356015247","0.4224267356015247","0.446075447433877","0.446075447433877","0.446075447433877","0.4510093383294664","0.4510093383294664","0.4510093383294664","0.4580791095954482","0.4580791095954482","0.4580791095954482","0.4382047487010332","0.4382047487010332","0.4382047487010332","0.4389331317259349","0.4389331317259349","0.4389331317259349","0.4439340609541609","0.4439340609541609","0.4439340609541609","0.4453388501178141","0.4453388501178141","0.4453388501178141","0.4393764988239552","0.4393764988239552","0.4393764988239552","0.4444595294526808","0.4444595294526808","0.4444595294526808"
"3","0.4707676041769759","0.4707676041769759","0.4707676041769759","0.4474881691702407","0.4474881691702407","0.4474881691702407","0.4606975122639698","0.4606975122639698","0.4606975122639698","0.4645383103611839","0.4645383103611839","0.4645383103611839","0.45165598546103486","0.45165598546103486","0.45165598546103486","0.4458964972008951","0.4458964972008951","0.4458964972008951","0.4330649280059639","0.4330649280059639","0.4330649280059639","0.42802223988198673","0.42802223988198673","0.42802223988198673","0.4410948525106985","0.4410948525106985","0.4410948525106985","0.4007798078889961","0.4007798078889961","0.4007798078889961","0.40098538621960716","0.40098538621960716","0.40098538621960716","0.4018794131688703","0.4018794131688703","0.4018794131688703","0.4506020415909448","0.4506020415909448","0.4506020415909448","0.44906570694344583","0.44906570694344583","0.44906570694344583","0.4732183374708321","0.4732183374708321","0.4732183374708321","0.4552560961378869","0.4552560961378869","0.4552560961378869","0.4574306029632208","0.4574306029632208","0.4574306029632208","0.45777859897395534","0.45777859897395534","0.45777859897395534","0.456674828482413","0.456674828482413","0.456674828482413","0.4612000645440914","0.4612000645440914","0.4612000645440914","0.48478868205991216","0.48478868205991216","0.48478868205991216","0.4848680396563363","0.4848680396563363","0.4848680396563363","0.4608421068532503","0.4608421068532503","0.4608421068532503","0.45716030836631905","0.45716030836631905","0.45716030836631905","0.46223046581184946","0.46223046581184946","0.46223046581184946","0.4445947187120894","0.4445947187120894","0.4445947187120894","0.45072563017387757","0.45072563017387757","0.45072563017387757","0.4523397077414498","0.4523397077414498","0.4523397077414498","0.43371949553243955","0.43371949553243955","0.43371949553243955","0.46423872098824864","0.46423872098824864","0.46423872098824864","0.44853542135109464","0.44853542135109464","0.44853542135109464","0.4593427875610722","0.4593427875610722","0.4593427875610722","0.4526084980346365","0.4526084980346365","0.4526084980346365","0.4458542191080599","0.4458542191080599","0.4458542191080599","0.4451993464639828","0.4451993464639828","0.4451993464639828","0.4436648248400955","0.4436648248400955","0.4436648248400955"
"4","0.490767800238656","0.490767800238656","0.490767800238656","0.4575720418612599","0.4575720418612599","0.4575720418612599","0.46136109319618446","0.46136109319618446","0.46136109319618446","0.46513373954769677","0.46513373954769677","0.46513373954769677","0.4681292810630818","0.4681292810630818","0.4681292810630818","0.463504142256384","0.463504142256384","0.463504142256384","0.4676518981525892","0.4676518981525892","0.4676518981525892","0.4739665737690628","0.4739665737690628","0.4739665737690628","0.45405580049416316","0.45405580049416316","0.45405580049416316","0.4100869947283635","0.4100869947283635","0.4100869947283635","0.400983378384193","0.400983378384193","0.400983378384193","0.407523898980145","0.407523898980145","0.407523898980145","0.4469673907960022","0.4469673907960022","0.4469673907960022","0.46165035717195585","0.46165035717195585","0.46165035717195585","0.4708157144912115","0.4708157144912115","0.4708157144912115","0.4663523289139049","0.4663523289139049","0.4663523289139049","0.4641450252848558","0.4641450252848558","0.4641450252848558","0.46979996668291085","0.46979996668291085","0.46979996668291085","0.4560226478011453","0.4560226478011453","0.4560226478011453","0.46228678669481843","0.46228678669481843","0.46228678669481843","0.5007240697882511","0.5007240697882511","0.5007240697882511","0.44696878697877834","0.44696878697877834","0.44696878697877834","0.450162727792809","0.450162727792809","0.450162727792809","0.4728912287579943","0.4728912287579943","0.4728912287579943","0.4749468751873632","0.4749468751873632","0.4749468751873632","0.49763128493144626","0.49763128493144626","0.49763128493144626","0.46096218039707043","0.46096218039707043","0.46096218039707043","0.44324061973035794","0.44324061973035794","0.44324061973035794","0.4697517409623148","0.4697517409623148","0.4697517409623148","0.4743606418678951","0.4743606418678951","0.4743606418678951","0.4487344152983038","0.4487344152983038","0.4487344152983038","0.445211792084251","0.445211792084251","0.445211792084251","0.45068618747419703","0.45068618747419703","0.45068618747419703","0.4567270882011348","0.4567270882011348","0.4567270882011348","0.44480241632837125","0.44480241632837125","0.44480241632837125","0.4420441226315324","0.4420441226315324","0.4420441226315324"
"5","0.4779497018052809","0.4779497018052809","0.4779497018052809","0.47124464607791094","0.47124464607791094","0.47124464607791094","0.470009884053497","0.470009884053497","0.470009884053497","0.491859080840045","0.491859080840045","0.491859080840045","0.465350085085373","0.465350085085373","0.465350085085373","0.4661954779115501","0.4661954779115501","0.4661954779115501","0.47397099693280637","0.47397099693280637","0.47397099693280637","0.4587817852770058","0.4587817852770058","0.4587817852770058","0.46797362264768066","0.46797362264768066","0.46797362264768066","0.40529156110786946","0.40529156110786946","0.40529156110786946","0.4094548931871002","0.4094548931871002","0.4094548931871002","0.40889643937644476","0.40889643937644476","0.40889643937644476","0.45455402956535534","0.45455402956535534","0.45455402956535534","0.4697235675283491","0.4697235675283491","0.4697235675283491","0.4556517402911995","0.4556517402911995","0.4556517402911995","0.45756526595817953","0.45756526595817953","0.45756526595817953","0.46475735186931416","0.46475735186931416","0.46475735186931416","0.45860488756261647","0.45860488756261647","0.45860488756261647","0.46031887469278826","0.46031887469278826","0.46031887469278826","0.4566968565899093","0.4566968565899093","0.4566968565899093","0.511367816359012","0.511367816359012","0.511367816359012","0.49449512630554865","0.49449512630554865","0.49449512630554865","0.45324544729315147","0.45324544729315147","0.45324544729315147","0.46336849591863144","0.46336849591863144","0.46336849591863144","0.5022329892751459","0.5022329892751459","0.5022329892751459","0.48125656954385604","0.48125656954385604","0.48125656954385604","0.4693972561994266","0.4693972561994266","0.4693972561994266","0.47417447127345286","0.47417447127345286","0.47417447127345286","0.45674272839262814","0.45674272839262814","0.45674272839262814","0.4642466178517124","0.4642466178517124","0.4642466178517124","0.46375936412425095","0.46375936412425095","0.46375936412425095","0.46256616869795825","0.46256616869795825","0.46256616869795825","0.4694544386028239","0.4694544386028239","0.4694544386028239","0.44814272366871605","0.44814272366871605","0.44814272366871605","0.44963600474755433","0.44963600474755433","0.44963600474755433","0.4429294703782842","0.4429294703782842","0.4429294703782842"
"6","0.4930454667212406","0.4930454667212406","0.4930454667212406","0.46737302863133795","0.46737302863133795","0.46737302863133795","0.4627871264551278","0.4627871264551278","0.4627871264551278","0.4969480097720039","0.4969480097720039","0.4969480097720039","0.46260801035547683","0.46260801035547683","0.46260801035547683","0.46938071220193317","0.46938071220193317","0.46938071220193317","0.4720256482389032","0.4720256482389032","0.4720256482389032","0.4857542471780548","0.4857542471780548","0.4857542471780548","0.4665682447058335","0.4665682447058335","0.4665682447058335","0.4134529298892608","0.4134529298892608","0.4134529298892608","0.4109627039612589","0.4109627039612589","0.4109627039612589","0.41003249456265806","0.41003249456265806","0.41003249456265806","0.45614131999286367","0.45614131999286367","0.45614131999286367","0.4704168296275331","0.4704168296275331","0.4704168296275331","0.4626647781757844","0.4626647781757844","0.4626647781757844","0.46373738687429045","0.46373738687429045","0.46373738687429045","0.47043301278569133","0.47043301278569133","0.47043301278569133","0.46284045102465726","0.46284045102465726","0.46284045102465726","0.4674189480081859","0.4674189480081859","0.4674189480081859","0.46390504456689685","0.46390504456689685","0.46390504456689685","0.5089146619289968","0.5089146619289968","0.5089146619289968","0.4324516928473256","0.4324516928473256","0.4324516928473256","0.4419873322423587","0.4419873322423587","0.4419873322423587","0.45933220857337226","0.45933220857337226","0.45933220857337226","0.47077802801978913","0.47077802801978913","0.47077802801978913","0.49202551281041984","0.49202551281041984","0.49202551281041984","0.48190828797004653","0.48190828797004653","0.48190828797004653","0.4567202954094479","0.4567202954094479","0.4567202954094479","0.46088441036620126","0.46088441036620126","0.46088441036620126","0.46570823491390045","0.46570823491390045","0.46570823491390045","0.4557465066706496","0.4557465066706496","0.4557465066706496","0.465570013339617","0.465570013339617","0.465570013339617","0.4666119933419825","0.4666119933419825","0.4666119933419825","0.45964189527179217","0.45964189527179217","0.45964189527179217","0.45513281416185836","0.45513281416185836","0.45513281416185836","0.4631326819940946","0.4631326819940946","0.4631326819940946"
"7","0.4914802505194001","0.4914802505194001","0.4914802505194001","0.4871178811426241","0.4871178811426241","0.4871178811426241","0.47342976765082756","0.47342976765082756","0.47342976765082756","0.47903314921813983","0.47903314921813983","0.47903314921813983","0.47828932719762723","0.47828932719762723","0.47828932719762723","0.49492157438607587","0.49492157438607587","0.49492157438607587","0.4897271864015671","0.4897271864015671","0.4897271864015671","0.488155797910976","0.488155797910976","0.488155797910976","0.48575253904778526","0.48575253904778526","0.48575253904778526","0.43553769242154233","0.43553769242154233","0.43553769242154233","0.4114638337986792","0.4114638337986792","0.4114638337986792","0.409398004751913","0.409398004751913","0.409398004751913","0.47871924222000845","0.47871924222000845","0.47871924222000845","0.47558020992873445","0.47558020992873445","0.47558020992873445","0.47435871930244267","0.47435871930244267","0.47435871930244267","0.46911091554350415","0.46911091554350415","0.46911091554350415","0.4918195787080044","0.4918195787080044","0.4918195787080044","0.47340196512568955","0.47340196512568955","0.47340196512568955","0.49700656701851753","0.49700656701851753","0.49700656701851753","0.4722009441184352","0.4722009441184352","0.4722009441184352","0.49888300448344614","0.49888300448344614","0.49888300448344614","0.4560362239020854","0.4560362239020854","0.4560362239020854","0.44329876014479475","0.44329876014479475","0.44329876014479475","0.46113339810593196","0.46113339810593196","0.46113339810593196","0.4796490893755276","0.4796490893755276","0.4796490893755276","0.4660674241682134","0.4660674241682134","0.4660674241682134","0.4723278620496589","0.4723278620496589","0.4723278620496589","0.45742468555123916","0.45742468555123916","0.45742468555123916","0.4745868833557154","0.4745868833557154","0.4745868833557154","0.4643596629575731","0.4643596629575731","0.4643596629575731","0.4727846391769382","0.4727846391769382","0.4727846391769382","0.48659249253225756","0.48659249253225756","0.48659249253225756","0.4779669992848356","0.4779669992848356","0.4779669992848356","0.45552232533259607","0.45552232533259607","0.45552232533259607","0.46175126795527915","0.46175126795527915","0.46175126795527915","0.4526830942433537","0.4526830942433537","0.4526830942433537"
