"Step","GNN_cnv_soft_1 - gene_ap","GNN_cnv_soft_1 - gene_ap__MIN","GNN_cnv_soft_1 - gene_ap__MAX","GNN_cnv_soft_999 - gene_ap","GNN_cnv_soft_999 - gene_ap__MIN","GNN_cnv_soft_999 - gene_ap__MAX","GNN_cnv_soft_42 - gene_ap","GNN_cnv_soft_42 - gene_ap__MIN","GNN_cnv_soft_42 - gene_ap__MAX","GNN_expression_1 - gene_ap","GNN_expression_1 - gene_ap__MIN","GNN_expression_1 - gene_ap__MAX","GNN_expression_999 - gene_ap","GNN_expression_999 - gene_ap__MIN","GNN_expression_999 - gene_ap__MAX","GNN_expression_42 - gene_ap","GNN_expression_42 - gene_ap__MIN","GNN_expression_42 - gene_ap__MAX","GNN_cnv_1 - gene_ap","GNN_cnv_1 - gene_ap__MIN","GNN_cnv_1 - gene_ap__MAX","GNN_cnv_999 - gene_ap","GNN_cnv_999 - gene_ap__MIN","GNN_cnv_999 - gene_ap__MAX","GNN_cnv_42 - gene_ap","GNN_cnv_42 - gene_ap__MIN","GNN_cnv_42 - gene_ap__MAX"
"0","0.40176142368700524","0.40176142368700524","0.40176142368700524","0.4028790909499047","0.4028790909499047","0.4028790909499047","0.4012234929840351","0.4012234929840351","0.4012234929840351","0.4012775950689035","0.4012775950689035","0.4012775950689035","0.3958300219924919","0.3958300219924919","0.3958300219924919","0.40086579890715174","0.40086579890715174","0.40086579890715174","0.40251642136341165","0.40251642136341165","0.40251642136341165","0.3980138329696448","0.3980138329696448","0.3980138329696448","0.39958621960634444","0.39958621960634444","0.39958621960634444"
"1","0.4248877231338125","0.4248877231338125","0.4248877231338125","0.4395963492217581","0.4395963492217581","0.4395963492217581","0.4349819869361841","0.4349819869361841","0.4349819869361841","0.43325780004393094","0.43325780004393094","0.43325780004393094","0.4025819166481802","0.4025819166481802","0.4025819166481802","0.41473118761888234","0.41473118761888234","0.41473118761888234","0.41907713480875","0.41907713480875","0.41907713480875","0.4067929165347297","0.4067929165347297","0.4067929165347297","0.4328019329926608","0.4328019329926608","0.4328019329926608"
"2","0.4402500320963063","0.4402500320963063","0.4402500320963063","0.4418931727450383","0.4418931727450383","0.4418931727450383","0.4504055429430633","0.4504055429430633","0.4504055429430633","0.43976452402736116","0.43976452402736116","0.43976452402736116","0.42089901790508205","0.42089901790508205","0.42089901790508205","0.42988282550441376","0.42988282550441376","0.42988282550441376","0.44100132704451495","0.44100132704451495","0.44100132704451495","0.43886524655860776","0.43886524655860776","0.43886524655860776","0.44588818026876026","0.44588818026876026","0.44588818026876026"
"3","0.4486590200866417","0.4486590200866417","0.4486590200866417","0.4464893714054119","0.4464893714054119","0.4464893714054119","0.44219709671259444","0.44219709671259444","0.44219709671259444","0.4443894739847688","0.4443894739847688","0.4443894739847688","0.442331908647957","0.442331908647957","0.442331908647957","0.44816655286983914","0.44816655286983914","0.44816655286983914","0.44644882866567076","0.44644882866567076","0.44644882866567076","0.45427371974328473","0.45427371974328473","0.45427371974328473","0.44084217970285433","0.44084217970285433","0.44084217970285433"
"4","0.4440881019065437","0.4440881019065437","0.4440881019065437","0.449377564945043","0.449377564945043","0.449377564945043","0.44267325485627834","0.44267325485627834","0.44267325485627834","0.442632689962933","0.442632689962933","0.442632689962933","0.44029636903077085","0.44029636903077085","0.44029636903077085","0.4358746475045365","0.4358746475045365","0.4358746475045365","0.43560709992866004","0.43560709992866004","0.43560709992866004","0.4419749105219017","0.4419749105219017","0.4419749105219017","0.4516368983049297","0.4516368983049297","0.4516368983049297"
"5","0.4452989864437291","0.4452989864437291","0.4452989864437291","0.44984378097521294","0.44984378097521294","0.44984378097521294","0.4381953151343478","0.4381953151343478","0.4381953151343478","0.44441963293186565","0.44441963293186565","0.44441963293186565","0.4429868895108921","0.4429868895108921","0.4429868895108921","0.4493452098541201","0.4493452098541201","0.4493452098541201","0.44344728267631434","0.44344728267631434","0.44344728267631434","0.44866037911889955","0.44866037911889955","0.44866037911889955","0.4643222528289165","0.4643222528289165","0.4643222528289165"
"6","0.4482791038479419","0.4482791038479419","0.4482791038479419","0.4381215626699078","0.4381215626699078","0.4381215626699078","0.4419907896840774","0.4419907896840774","0.4419907896840774","0.4404996410033331","0.4404996410033331","0.4404996410033331","0.4442473473659055","0.4442473473659055","0.4442473473659055","0.4331351506926625","0.4331351506926625","0.4331351506926625","0.4705456051683121","0.4705456051683121","0.4705456051683121","0.4538060245416329","0.4538060245416329","0.4538060245416329","0.4546758883928161","0.4546758883928161","0.4546758883928161"
"7","0.4553730407180714","0.4553730407180714","0.4553730407180714","0.44439379083897806","0.44439379083897806","0.44439379083897806","0.4471732777105603","0.4471732777105603","0.4471732777105603","0.4469370699006354","0.4469370699006354","0.4469370699006354","0.4450379686978918","0.4450379686978918","0.4450379686978918","0.43209124665614435","0.43209124665614435","0.43209124665614435","0.44643762632035633","0.44643762632035633","0.44643762632035633","0.46355043449090766","0.46355043449090766","0.46355043449090766","0.4489865754258438","0.4489865754258438","0.4489865754258438"
"8","0.4524481111722572","0.4524481111722572","0.4524481111722572","0.4421522657262309","0.4421522657262309","0.4421522657262309","0.4460453256702153","0.4460453256702153","0.4460453256702153","0.4436868598875932","0.4436868598875932","0.4436868598875932","0.45402638366230924","0.45402638366230924","0.45402638366230924","0.4424247355034607","0.4424247355034607","0.4424247355034607","0.4640017151432702","0.4640017151432702","0.4640017151432702","0.4540684771604061","0.4540684771604061","0.4540684771604061","0.45370445692133937","0.45370445692133937","0.45370445692133937"
"9","0.45211653911014754","0.45211653911014754","0.45211653911014754","0.4375201769709973","0.4375201769709973","0.4375201769709973","0.44636886654159263","0.44636886654159263","0.44636886654159263","0.4392881201307624","0.4392881201307624","0.4392881201307624","0.4512594960934481","0.4512594960934481","0.4512594960934481","0.4369000381869115","0.4369000381869115","0.4369000381869115","0.4651486447667665","0.4651486447667665","0.4651486447667665","0.44938520827246714","0.44938520827246714","0.44938520827246714","0.446243757565107","0.446243757565107","0.446243757565107"
"10","0.4652094132369624","0.4652094132369624","0.4652094132369624","0.4579519757899349","0.4579519757899349","0.4579519757899349","0.4391207792044","0.4391207792044","0.4391207792044","0.4429982899821474","0.4429982899821474","0.4429982899821474","0.4440488832333721","0.4440488832333721","0.4440488832333721","0.44305326428229586","0.44305326428229586","0.44305326428229586","0.4526164603384947","0.4526164603384947","0.4526164603384947","0.45811838576928443","0.45811838576928443","0.45811838576928443","0.47123702379823357","0.47123702379823357","0.47123702379823357"
"11","0.46605549774902855","0.46605549774902855","0.46605549774902855","0.4443791585308834","0.4443791585308834","0.4443791585308834","0.4494703127403929","0.4494703127403929","0.4494703127403929","0.4490381533770019","0.4490381533770019","0.4490381533770019","0.44623132560545886","0.44623132560545886","0.44623132560545886","0.4388324642929921","0.4388324642929921","0.4388324642929921","0.45156029325940894","0.45156029325940894","0.45156029325940894","0.45788308051723675","0.45788308051723675","0.45788308051723675","0.4508611194032844","0.4508611194032844","0.4508611194032844"
"12","0.4678947846666538","0.4678947846666538","0.4678947846666538","0.44317143977453355","0.44317143977453355","0.44317143977453355","0.4439188134080498","0.4439188134080498","0.4439188134080498","0.4491372321986149","0.4491372321986149","0.4491372321986149","0.457267628679042","0.457267628679042","0.457267628679042","0.4372745539636059","0.4372745539636059","0.4372745539636059","0.44609877780933505","0.44609877780933505","0.44609877780933505","0.46108940795190556","0.46108940795190556","0.46108940795190556","0.473071000432332","0.473071000432332","0.473071000432332"
"13","0.46781443917097104","0.46781443917097104","0.46781443917097104","0.4495615606532959","0.4495615606532959","0.4495615606532959","0.44526872337983353","0.44526872337983353","0.44526872337983353","0.44361351070752536","0.44361351070752536","0.44361351070752536","0.44748147697142215","0.44748147697142215","0.44748147697142215","0.4409849274301713","0.4409849274301713","0.4409849274301713","0.4599027642223151","0.4599027642223151","0.4599027642223151","0.4570684826884225","0.4570684826884225","0.4570684826884225","0.4766743476710392","0.4766743476710392","0.4766743476710392"
"14","0.45909019084574687","0.45909019084574687","0.45909019084574687","0.46154533288081606","0.46154533288081606","0.46154533288081606","0.4414732601460052","0.4414732601460052","0.4414732601460052","0.45202932531062623","0.45202932531062623","0.45202932531062623","0.44493628636645016","0.44493628636645016","0.44493628636645016","0.44051404610099015","0.44051404610099015","0.44051404610099015","0.44809500061623875","0.44809500061623875","0.44809500061623875","0.46574896979606994","0.46574896979606994","0.46574896979606994","0.45998408282163505","0.45998408282163505","0.45998408282163505"
"15","0.4549151739877701","0.4549151739877701","0.4549151739877701","0.44004708117262936","0.44004708117262936","0.44004708117262936","0.4409108465161678","0.4409108465161678","0.4409108465161678","0.4412829701016818","0.4412829701016818","0.4412829701016818","0.4524008580894427","0.4524008580894427","0.4524008580894427","0.4452344008650373","0.4452344008650373","0.4452344008650373","0.45201719392842965","0.45201719392842965","0.45201719392842965","0.48687753004679807","0.48687753004679807","0.48687753004679807","0.48229900296874206","0.48229900296874206","0.48229900296874206"
"16","0.4560290825184519","0.4560290825184519","0.4560290825184519","0.4393967511575029","0.4393967511575029","0.4393967511575029","0.4399079770619076","0.4399079770619076","0.4399079770619076","0.44970434134894016","0.44970434134894016","0.44970434134894016","0.45834533131100824","0.45834533131100824","0.45834533131100824","0.438858651712556","0.438858651712556","0.438858651712556","0.45767610708316026","0.45767610708316026","0.45767610708316026","0.4715727498654058","0.4715727498654058","0.4715727498654058","0.45571218734071434","0.45571218734071434","0.45571218734071434"
"17","0.463220445744937","0.463220445744937","0.463220445744937","0.4438997733018605","0.4438997733018605","0.4438997733018605","0.45307186363715685","0.45307186363715685","0.45307186363715685","0.4468788890127912","0.4468788890127912","0.4468788890127912","0.4470274449578887","0.4470274449578887","0.4470274449578887","0.44669576987295934","0.44669576987295934","0.44669576987295934","0.45773644149440834","0.45773644149440834","0.45773644149440834","0.46379321798059403","0.46379321798059403","0.46379321798059403","0.48334774989247586","0.48334774989247586","0.48334774989247586"
"18","0.463706283569022","0.463706283569022","0.463706283569022","0.4471033021413974","0.4471033021413974","0.4471033021413974","0.44198157633279334","0.44198157633279334","0.44198157633279334","0.4563918022120017","0.4563918022120017","0.4563918022120017","0.45648614023867107","0.45648614023867107","0.45648614023867107","0.4331982725282827","0.4331982725282827","0.4331982725282827","0.4628563862417791","0.4628563862417791","0.4628563862417791","0.46877367926731356","0.46877367926731356","0.46877367926731356","0.4705201053571791","0.4705201053571791","0.4705201053571791"
"19","0.4533289456952933","0.4533289456952933","0.4533289456952933","0.446323083990491","0.446323083990491","0.446323083990491","0.45406011009680164","0.45406011009680164","0.45406011009680164","0.43905929015735207","0.43905929015735207","0.43905929015735207","0.44806675838980153","0.44806675838980153","0.44806675838980153","0.43811754520443896","0.43811754520443896","0.43811754520443896","0.46341826366614325","0.46341826366614325","0.46341826366614325","0.47164833062491285","0.47164833062491285","0.47164833062491285","0.4769003841303707","0.4769003841303707","0.4769003841303707"
"20","0.45418584054183725","0.45418584054183725","0.45418584054183725","0.4645424266848654","0.4645424266848654","0.4645424266848654","0.4500611148456386","0.4500611148456386","0.4500611148456386","0.43993601456840603","0.43993601456840603","0.43993601456840603","0.45520665767624885","0.45520665767624885","0.45520665767624885","0.44931616892122805","0.44931616892122805","0.44931616892122805","0.45405568402471713","0.45405568402471713","0.45405568402471713","0.4570630789952081","0.4570630789952081","0.4570630789952081","0.4730313808368574","0.4730313808368574","0.4730313808368574"
"21","0.46398609894036","0.46398609894036","0.46398609894036","0.43702498076254404","0.43702498076254404","0.43702498076254404","0.43792185793238675","0.43792185793238675","0.43792185793238675","0.45501424627521764","0.45501424627521764","0.45501424627521764","0.4533139729636517","0.4533139729636517","0.4533139729636517","0.4463099095806612","0.4463099095806612","0.4463099095806612","0.4630499719039409","0.4630499719039409","0.4630499719039409","0.47179615453298984","0.47179615453298984","0.47179615453298984","0.4864865389837895","0.4864865389837895","0.4864865389837895"
"22","0.47750453800529796","0.47750453800529796","0.47750453800529796","0.4539955387744193","0.4539955387744193","0.4539955387744193","0.4492161751205144","0.4492161751205144","0.4492161751205144","0.45311966747859694","0.45311966747859694","0.45311966747859694","0.4544483153012672","0.4544483153012672","0.4544483153012672","0.4468712332181171","0.4468712332181171","0.4468712332181171","0.4632767255053675","0.4632767255053675","0.4632767255053675","0.4690978859814748","0.4690978859814748","0.4690978859814748","0.48946317375500237","0.48946317375500237","0.48946317375500237"
"23","0.47504531819597773","0.47504531819597773","0.47504531819597773","0.46583089188929744","0.46583089188929744","0.46583089188929744","0.43469934292036083","0.43469934292036083","0.43469934292036083","0.44836699912288447","0.44836699912288447","0.44836699912288447","0.4544519837293338","0.4544519837293338","0.4544519837293338","0.4572902053995668","0.4572902053995668","0.4572902053995668","0.45587383756538336","0.45587383756538336","0.45587383756538336","0.497081153350707","0.497081153350707","0.497081153350707","0.48321199245334734","0.48321199245334734","0.48321199245334734"
"24","0.4708072195423805","0.4708072195423805","0.4708072195423805","0.45746617464907574","0.45746617464907574","0.45746617464907574","0.46497402348260314","0.46497402348260314","0.46497402348260314","0.44941127777758344","0.44941127777758344","0.44941127777758344","0.4524757266106357","0.4524757266106357","0.4524757266106357","0.4474900326434026","0.4474900326434026","0.4474900326434026","0.4676505522021416","0.4676505522021416","0.4676505522021416","0.4794643991772996","0.4794643991772996","0.4794643991772996","0.47713548637377795","0.47713548637377795","0.47713548637377795"
"25","0.47233290151390905","0.47233290151390905","0.47233290151390905","0.46040787072285994","0.46040787072285994","0.46040787072285994","0.4562675728370266","0.4562675728370266","0.4562675728370266","0.4485425092838938","0.4485425092838938","0.4485425092838938","0.45279563366648595","0.45279563366648595","0.45279563366648595","0.453472611001966","0.453472611001966","0.453472611001966","0.47519649986598167","0.47519649986598167","0.47519649986598167","0.4693858825807642","0.4693858825807642","0.4693858825807642","0.4583157067189369","0.4583157067189369","0.4583157067189369"
"26","0.4846173106226473","0.4846173106226473","0.4846173106226473","0.45320981855610226","0.45320981855610226","0.45320981855610226","0.448533080429118","0.448533080429118","0.448533080429118","0.45309967577547633","0.45309967577547633","0.45309967577547633","0.45608855088388006","0.45608855088388006","0.45608855088388006","0.45076865906230595","0.45076865906230595","0.45076865906230595","0.4782965795281645","0.4782965795281645","0.4782965795281645","0.46684586211989937","0.46684586211989937","0.46684586211989937","0.4962915536722773","0.4962915536722773","0.4962915536722773"
"27","0.4658691975221192","0.4658691975221192","0.4658691975221192","0.4604085007885364","0.4604085007885364","0.4604085007885364","0.4580833892267792","0.4580833892267792","0.4580833892267792","0.44916774699431217","0.44916774699431217","0.44916774699431217","0.4599646591462599","0.4599646591462599","0.4599646591462599","0.4452422788974575","0.4452422788974575","0.4452422788974575","0.4759347782750196","0.4759347782750196","0.4759347782750196","0.4595184611204301","0.4595184611204301","0.4595184611204301","0.49711725008758817","0.49711725008758817","0.49711725008758817"
"28","0.4541532511932401","0.4541532511932401","0.4541532511932401","0.45733050809270903","0.45733050809270903","0.45733050809270903","0.4464336084136851","0.4464336084136851","0.4464336084136851","0.4589143191419062","0.4589143191419062","0.4589143191419062","0.4603871690860684","0.4603871690860684","0.4603871690860684","0.444140465904171","0.444140465904171","0.444140465904171","0.4912370894153225","0.4912370894153225","0.4912370894153225","0.4757254631936671","0.4757254631936671","0.4757254631936671","0.49846043026574666","0.49846043026574666","0.49846043026574666"
"29","0.458979430454181","0.458979430454181","0.458979430454181","0.47363244460598664","0.47363244460598664","0.47363244460598664","0.4664481079071555","0.4664481079071555","0.4664481079071555","0.4497035321034518","0.4497035321034518","0.4497035321034518","0.4572443474331352","0.4572443474331352","0.4572443474331352","0.4491762916763924","0.4491762916763924","0.4491762916763924","0.48449571160934507","0.48449571160934507","0.48449571160934507","0.4686223273035255","0.4686223273035255","0.4686223273035255","0.4792188095887331","0.4792188095887331","0.4792188095887331"